# kayfabe-mmu::walker decode of cuda/walk/corpus/corpus.bin
# image <name> <benign 0|1> <leaf count>
# leaf <va-hex> <phys-hex> <size-hex> <aperture 0..3> <read_only 0|1>
image single_4k 1 1
leaf 80c0e0a0d000 30d000 1000 0 0
leaf 80c0e0a0e000 30e000 1000 0 0
leaf 80c0e0a0f000 30f000 1000 0 0
leaf 80c0e0a10000 310000 1000 0 0
leaf 80c0e0a11000 311000 1000 0 0
leaf 80c0e0a12000 312000 1000 0 0
leaf 80c0e0a13000 313000 1000 0 0
leaf 80c0e0a14000 314000 1000 0 0
leaf 80c0e0a15000 315000 1000 0 0
leaf 80c0e0a16000 316000 1000 0 0
leaf 80c0e0a17000 317000 1000 0 0
leaf 80c0e0a18000 318000 1000 0 0
leaf 80c0e0a19000 319000 1000 0 0
leaf 80c0e0a1a000 31a000 1000 0 0
leaf 80c0e0a1b000 31b000 1000 0 0
leaf 80c0e0a1c000 31c000 1000 0 0
leaf 80c0e0a1d000 31d000 1000 0 0
leaf 80c0e0a1e000 31e000 1000 0 0
leaf 80c0e0a1f000 31f000 1000 0 0
leaf 80c0e0a20000 100000 10000 0 0
leaf 80c0e0a30000 110000 10000 0 0
leaf 80c0e0a40000 120000 10000 0 0
leaf 80c0e0a50000 130000 10000 0 0
leaf 80c0e0a60000 140000 10000 0 0
leaf 80c0e0a70000 150000 10000 0 0
leaf 80c0e0a80000 160000 10000 0 0
leaf 80c0e0a90000 170000 10000 0 0
image sparse_holes 1 3
leaf 80c0e0a00000 30000 1000 0 0
leaf 80c0e0a05000 31000 1000 0 0
leaf 80c0e0a0a000 32000 1000 0 1
image shared_page_table 1 4
leaf 80c0e0a00000 30000 1000 0 0
leaf 80c0e0a01000 31000 1000 0 0
leaf 80c0e1200000 30000 1000 0 0
leaf 80c0e1201000 31000 1000 0 0
image apertures 1 4
leaf 80c0e0a00000 30000 1000 0 0
leaf 80c0e0a01000 31000 1000 2 0
leaf 80c0e0a02000 32000 1000 3 0
leaf 80c0e0a03000 33000 1000 1 0
image spread_across_levels 1 5
leaf 80c0e0a00000 30000 1000 0 0
leaf 80c0e0c00000 70000 1000 0 0
leaf 80c100a00000 60000 1000 0 0
leaf 8100e0a00000 40000 1000 0 0
leaf 100c0e0a00000 50000 1000 0 0
image full_big_table 1 32
leaf 80c0e0a00000 100000 10000 0 0
leaf 80c0e0a10000 110000 10000 0 0
leaf 80c0e0a20000 120000 10000 0 0
leaf 80c0e0a30000 130000 10000 0 0
leaf 80c0e0a40000 140000 10000 0 0
leaf 80c0e0a50000 150000 10000 0 0
leaf 80c0e0a60000 160000 10000 0 0
leaf 80c0e0a70000 170000 10000 0 0
leaf 80c0e0a80000 180000 10000 0 0
leaf 80c0e0a90000 190000 10000 0 0
leaf 80c0e0aa0000 1a0000 10000 0 0
leaf 80c0e0ab0000 1b0000 10000 0 0
leaf 80c0e0ac0000 1c0000 10000 0 0
leaf 80c0e0ad0000 1d0000 10000 0 0
leaf 80c0e0ae0000 1e0000 10000 0 0
leaf 80c0e0af0000 1f0000 10000 0 0
leaf 80c0e0b00000 200000 10000 0 0
leaf 80c0e0b10000 210000 10000 0 0
leaf 80c0e0b20000 220000 10000 0 0
leaf 80c0e0b30000 230000 10000 0 0
leaf 80c0e0b40000 240000 10000 0 0
leaf 80c0e0b50000 250000 10000 0 0
leaf 80c0e0b60000 260000 10000 0 0
leaf 80c0e0b70000 270000 10000 0 0
leaf 80c0e0b80000 280000 10000 0 0
leaf 80c0e0b90000 290000 10000 0 0
leaf 80c0e0ba0000 2a0000 10000 0 0
leaf 80c0e0bb0000 2b0000 10000 0 0
leaf 80c0e0bc0000 2c0000 10000 0 0
leaf 80c0e0bd0000 2d0000 10000 0 0
leaf 80c0e0be0000 2e0000 10000 0 0
leaf 80c0e0bf0000 2f0000 10000 0 0
image hostile_self_cycle 0 0
image hostile_ptr_past_end 0 0
image hostile_all_ones 0 4
leaf 80c020000000 3fffffffffff000 20000000 3 1
leaf 80c0e0200000 3fffffffffff000 200000 3 1
leaf 80c0e0a00000 30000 1000 0 0
leaf 80c0e0a01000 3fffffffffff000 1000 3 1
image hostile_type_confusion 0 64
leaf 80c000000000 40000 20000000 2 0
leaf 80c020000000 41000 20000000 2 0
leaf 80c040000000 42000 20000000 2 0
leaf 80c060000000 43000 20000000 2 0
leaf 80c080000000 44000 20000000 2 0
leaf 80c0a0000000 45000 20000000 2 0
leaf 80c0c0000000 46000 20000000 2 0
leaf 80c0e0000000 47000 20000000 2 0
leaf 80c100000000 48000 20000000 2 0
leaf 80c120000000 49000 20000000 2 0
leaf 80c140000000 4a000 20000000 2 0
leaf 80c160000000 4b000 20000000 2 0
leaf 80c180000000 4c000 20000000 2 0
leaf 80c1a0000000 4d000 20000000 2 0
leaf 80c1c0000000 4e000 20000000 2 0
leaf 80c1e0000000 4f000 20000000 2 0
leaf 80c200000000 50000 20000000 2 0
leaf 80c220000000 51000 20000000 2 0
leaf 80c240000000 52000 20000000 2 0
leaf 80c260000000 53000 20000000 2 0
leaf 80c280000000 54000 20000000 2 0
leaf 80c2a0000000 55000 20000000 2 0
leaf 80c2c0000000 56000 20000000 2 0
leaf 80c2e0000000 57000 20000000 2 0
leaf 80c300000000 58000 20000000 2 0
leaf 80c320000000 59000 20000000 2 0
leaf 80c340000000 5a000 20000000 2 0
leaf 80c360000000 5b000 20000000 2 0
leaf 80c380000000 5c000 20000000 2 0
leaf 80c3a0000000 5d000 20000000 2 0
leaf 80c3c0000000 5e000 20000000 2 0
leaf 80c3e0000000 5f000 20000000 2 0
leaf 80c400000000 60000 20000000 2 0
leaf 80c420000000 61000 20000000 2 0
leaf 80c440000000 62000 20000000 2 0
leaf 80c460000000 63000 20000000 2 0
leaf 80c480000000 64000 20000000 2 0
leaf 80c4a0000000 65000 20000000 2 0
leaf 80c4c0000000 66000 20000000 2 0
leaf 80c4e0000000 67000 20000000 2 0
leaf 80c500000000 68000 20000000 2 0
leaf 80c520000000 69000 20000000 2 0
leaf 80c540000000 6a000 20000000 2 0
leaf 80c560000000 6b000 20000000 2 0
leaf 80c580000000 6c000 20000000 2 0
leaf 80c5a0000000 6d000 20000000 2 0
leaf 80c5c0000000 6e000 20000000 2 0
leaf 80c5e0000000 6f000 20000000 2 0
leaf 80c600000000 70000 20000000 2 0
leaf 80c620000000 71000 20000000 2 0
leaf 80c640000000 72000 20000000 2 0
leaf 80c660000000 73000 20000000 2 0
leaf 80c680000000 74000 20000000 2 0
leaf 80c6a0000000 75000 20000000 2 0
leaf 80c6c0000000 76000 20000000 2 0
leaf 80c6e0000000 77000 20000000 2 0
leaf 80c700000000 78000 20000000 2 0
leaf 80c720000000 79000 20000000 2 0
leaf 80c740000000 7a000 20000000 2 0
leaf 80c760000000 7b000 20000000 2 0
leaf 80c780000000 7c000 20000000 2 0
leaf 80c7a0000000 7d000 20000000 2 0
leaf 80c7c0000000 7e000 20000000 2 0
leaf 80c7e0000000 7f000 20000000 2 0
image hostile_two_cycle 0 0
